Well;Unit;Facies;Top Depth;Facies Thickness;Flow Thickness;Core Prop.;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (2.24 m) ;1036,24;2,24;;;;;;;;
2-CB-001-SP;Pitanga; Compound lava (basic): 100.00% (13.76 m) ;1038,48;13,76;13,76;;;;;;;
2-CB-001-SP;Pitanga; Siliciclastics (undiff. high GR): 100.00% (2.24 m) ;1052,24;2,24;2,24;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (13.28 m) ;1054,48;13,28;27,04;0,45;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (12.16 m) ;1067,76;12,16;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.60 m) ;1079,92;1,60;;;;;;;;
2-CB-001-SP;Pitanga; Siliciclastics (undiff. low GR): 100.00% (5.08 m) ;1081,52;5,08;5,08;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (6.68 m) ;1086,60;6,68;69,80;0,88;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (61.20 m) ;1093,28;61,20;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.92 m) ;1154,48;1,92;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (3.92 m) ;1156,40;3,92;7,44;0,30;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (2.24 m) ;1160,32;2,24;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.28 m) ;1162,56;1,28;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (4.08 m) ;1163,84;4,08;23,36;0,76;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (17.76 m) ;1167,92;17,76;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.52 m) ;1185,68;1,52;;;;;;;;
2-CB-001-SP;Pitanga; Siliciclastics (undiff. low GR): 100.00% (1.52 m) ;1187,20;1,52;1,52;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (8.56 m) ;1188,72;8,56;16,48;0,33;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (5.52 m) ;1197,28;5,52;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (2.40 m) ;1202,80;2,40;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (14.08 m) ;1205,20;14,08;42,40;0,58;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (24.72 m) ;1219,28;24,72;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (3.60 m) ;1244,00;3,60;;;;;;;;
2-CB-001-SP;Pitanga; 1Volcaniclastics (undiff.): 100.00% (10.40 m) ;1247,60;10,40;10,40;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (8.88 m) ;1258,00;8,88;24,08;0,51;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (12.32 m) ;1266,88;12,32;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (2.88 m) ;1279,20;2,88;;;;;;;;
2-CB-001-SP;Pitanga; Compound lava (basic): 100.00% (3.92 m) ;1282,08;3,92;3,92;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | rubbly flow top): 100.00% (3.04 m) ;1286,00;3,04;7,04;0,27;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (1.92 m) ;1289,04;1,92;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (2.08 m) ;1290,96;2,08;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (10.40 m) ;1293,04;10,40;53,68;0,76;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (40.96 m) ;1303,44;40,96;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (2.32 m) ;1344,40;2,32;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (7.92 m) ;1346,72;7,92;23,36;0,52;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (12.24 m) ;1354,64;12,24;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (3.20 m) ;1366,88;3,20;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (3.44 m) ;1370,08;3,44;20,72;0,75;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (15.52 m) ;1373,52;15,52;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.76 m) ;1389,04;1,76;;;;;;;;
2-CB-001-SP;Pitanga; Compound lava (basic): 100.00% (3.52 m) ;1390,80;3,52;3,52;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | rubbly flow top): 100.00% (8.88 m);1394,32;8,88;16,96;0,40;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (6.8 m) ;1403,20;6,80;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.28 m) ;1410,00;1,28;;;;;;;;
2-CB-001-SP;Pitanga; Compound lava (basic): 100.00% (5.84 m) ;1411,28;5,84;5,84;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | rubbly flow top): 100.00% (5.52 m) ;1417,12;5,52;13,92;0,52;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (7.20 m) ;1422,64;7,20;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.20 m) ;1429,84;1,20;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (9.20 m) ;1431,04;9,20;23,04;0,53;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (12.24 m) ;1440,24;12,24;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.60 m) ;1452,48;1,60;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (10.32 m) ;1454,08;10,32;46,40;0,74;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (34.48 m) ;1464,40;34,48;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.60 m) ;1498,88;1,60;;;;;;;;
2-CB-001-SP;Pitanga; Compound lava (basic): 100.00% (16.72 m) ;1500,48;16,72;16,72;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (10.60 m) ;1517,20;10,60;23,60;0,50;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (11.72 m) ;1527,80;11,72;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.28 m) ;1539,52;1,28;;;;;;;;
2-CB-001-SP;Pitanga; Siliciclastics (undiff. low GR): 100.00% (2.24 m) ;1540,80;2,24;2,24;;;;;;;
2-CB-001-SP;Pitanga; Compound lava (basic): 100.00% (5.36 m) ;1543,04;5,36;5,36;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (2.96 m) ;1548,40;2,96;10,16;0,61;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (6.24 m) ;1551,36;6,24;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (0.96 m) ;1557,60;0,96;;;;;;;;
2-CB-001-SP;Pitanga; Siliciclastics (undiff. low GR): 100.00% (2.88 m) ;1558,56;2,88;2,88;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (11.12 m) ;1561,44;11,12;38,64;0,68;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (26.24 m) ;1572,56;26,24;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.28 m) ;1598,80;1,28;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (8.88 m) ;1600,08;8,88;23,92;0,57;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (13.60 m) ;1608,96;13,60;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.44 m) ;1622,56;1,44;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (6.80 m) ;1624,00;6,80;12,64;0,42;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (5.36 m) ;1630,80;5,36;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (0.48 m) ;1636,16;0,48;;;;;;;;
2-CB-001-SP;Pitanga; 1Volcaniclastics (undiff.): 100.00% (0.48 m) ;1636,64;0,48;0,48;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (12.88 m) ;1637,12;12,88;18,56;0,24;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (4.40 m) ;1650,00;4,40;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.28 m) ;1654,40;1,28;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (10.64 m) ;1655,68;10,64;46,32;0,74;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (34.40 m) ;1666,32;34,40;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.28 m) ;1700,72;1,28;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | rubbly flow top): 100.00% (11.40 m) ;1702,00;11,40;28,80;0,53;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (15.20 m) ;1713,40;15,20;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (2.20 m) ;1728,60;2,20;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (3.20 m) ;1730,80;3,20;11,12;0,47;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (5.20 m) ;1734,00;5,20;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (2.72 m) ;1739,20;2,72;;;;;;;;
2-CB-001-SP;Pitanga; Compound lava (basic): 100.00% (18.08 m) ;1741,92;18,08;18,08;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (3.84 m) ;1760,00;3,84;9,20;0,32;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (2.96 m) ;1763,84;2,96;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (2.40 m) ;1766,80;2,40;;;;;;;;
2-CB-001-SP;Pitanga; Compound lava (basic): 100.00% (38.24 m) ;1769,20;38,24;38,24;;;;;;;
2-CB-001-SP;Pitanga; Volcaniclastics (undiff.): 100.00% (5.36 m) ;1807,44;5,36;5,36;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (36.80 m) ;1812,80;36,80;88,00;0,57;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (49.92 m) ;1849,60;49,92;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.28 m) ;1899,52;1,28;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | U. crust): 100.00% (10.56 m) ;1900,80;10,56;39,12;0,68;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | massive interior): 100.00% (26.64 m) ;1911,36;26,64;;;;;;;;
2-CB-001-SP;Pitanga; Simple lava (basic | L. crust): 100.00% (1.92 m) ;1938,00;1,92;;;;;;;;
